seqnames	start	end	width	strand	direction	context	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	pValue	regionType	chr	comparison
SL4.0ch01	32776003	32776052	50	*	1	CHH	51	122	0.4180327868852459	24	30	0.8	9	4.334083036986818e-4	gain	ch01	TET3
SL4.0ch01	32790303	32790352	50	*	1	CHH	4	27	0.14814814814814814	12	20	0.6	12	0.0018163166352785	gain	ch01	TET3
SL4.0ch01	32800203	32800252	50	*	1	CHH	47	128	0.3671875	59	86	0.686046511627907	12	2.993770704188367e-5	gain	ch01	TET3
SL4.0ch01	32817003	32817052	50	*	1	CHH	93	176	0.5284090909090909	22	25	0.88	18	0.00141715538551412	gain	ch01	TET3
SL4.0ch01	32817903	32817952	50	*	1	CHH	6	70	0.08571428571428572	21	47	0.44680851063829785	11	3.321102045192831e-5	gain	ch01	TET3
SL4.0ch01	32822653	32822702	50	*	-1	CHH	40	63	0.6349206349206349	6	22	0.2727272727272727	10	0.00390220375806447	loss	ch01	TET3
SL4.0ch01	32847253	32847302	50	*	-1	CHH	23	70	0.32857142857142857	0	17	0	13	0.00612858270421778	loss	ch01	TET3
SL4.0ch01	32849803	32849852	50	*	1	CHH	9	92	0.09782608695652174	6	15	0.4	13	0.00239767141973152	gain	ch01	TET3
SL4.0ch01	32867503	32867552	50	*	-1	CHH	21	47	0.44680851063829785	0	12	0	9	0.00442613229991274	loss	ch01	TET3
SL4.0ch01	32871603	32871652	50	*	1	CHH	6	48	0.125	12	27	0.4444444444444444	12	0.00249982751495052	gain	ch01	TET3
SL4.0ch01	32874353	32874402	50	*	-1	CHH	40	98	0.40816326530612246	6	56	0.10714285714285714	15	2.5546598689993316e-4	loss	ch01	TET3
SL4.0ch01	32958903	32958952	50	*	1	CHH	22	135	0.16296296296296298	18	35	0.5142857142857142	18	6.184939410285854e-5	gain	ch01	TET3
SL4.0ch01	32959453	32959502	50	*	-1	CHH	63	163	0.38650306748466257	2	42	0.04761904761904761	20	1.0429161470195986e-4	loss	ch01	TET3
SL4.0ch01	32968003	32968052	50	*	-1	CHH	14	26	0.5384615384615384	7	35	0.2	16	0.00619043266454881	loss	ch01	TET3
SL4.0ch01	32982603	32982652	50	*	1	CHH	10	68	0.14705882352941177	9	18	0.5	12	0.0019288791325485	gain	ch01	TET3
SL4.0ch01	32986003	32986052	50	*	1	CHH	9	86	0.10465116279069768	11	20	0.55	20	2.8836675087102884e-5	gain	ch01	TET3
SL4.0ch01	32986003	32986052	50	*	1	CHH	9	86	0.10465116279069768	11	20	0.55	20	2.8836675087102884e-5	gain	ch01	TET3
SL4.0ch01	32986153	32986202	50	*	1	CHH	11	82	0.13414634146341464	7	15	0.4666666666666667	15	0.0029429339627929	gain	ch01	TET3
SL4.0ch01	32986153	32986202	50	*	1	CHH	11	82	0.13414634146341464	7	15	0.4666666666666667	15	0.0029429339627929	gain	ch01	TET3
SL4.0ch01	32995153	32995202	50	*	1	CHH	16	95	0.16842105263157894	14	25	0.56	21	1.8963415287847672e-4	gain	ch01	TET3
SL4.0ch01	33002753	33002802	50	*	-1	CHH	14	26	0.5384615384615384	6	46	0.13043478260869565	19	4.811221295658533e-4	loss	ch01	TET3
SL4.0ch01	33007203	33007252	50	*	1	CHH	15	107	0.14018691588785046	12	25	0.48	17	3.8165988867075765e-4	gain	ch01	TET3
SL4.0ch01	33093903	33093952	50	*	1	CHH	12	52	0.2307692307692308	16	26	0.6153846153846154	13	0.00136623373234354	gain	ch01	TET3
SL4.0ch01	33113203	33113252	50	*	1	CHH	0	35	0	5	14	0.35714285714285715	14	4.560786556207731e-4	gain	ch01	TET3
SL4.0ch01	33113653	33113702	50	*	1	CHH	5	97	0.05154639175257732	13	31	0.41935483870967744	16	3.5270409430232488e-6	gain	ch01	TET3
SL4.0ch01	33135903	33135952	50	*	-1	CHH	44	84	0.5238095238095238	5	29	0.1724137931034483	15	0.00154572562024126	loss	ch01	TET3
SL4.0ch01	33135903	33135952	50	*	-1	CHH	44	84	0.5238095238095238	5	29	0.1724137931034483	15	0.00154572562024126	loss	ch01	TET3
SL4.0ch01	33136053	33136102	50	*	1	CHH	16	75	0.21333333333333335	20	36	0.5555555555555556	12	6.527053303079963e-4	gain	ch01	TET3
SL4.0ch01	33136053	33136102	50	*	1	CHH	16	75	0.21333333333333335	20	36	0.5555555555555556	12	6.527053303079963e-4	gain	ch01	TET3
SL4.0ch01	33173253	33173302	50	*	1	CHH	6	80	0.075	12	32	0.375	15	2.723473838857664e-4	gain	ch01	TET3
SL4.0ch01	33175003	33175052	50	*	-1	CHH	10	25	0.4	0	17	0	15	0.00342322521359053	loss	ch01	TET3
SL4.0ch01	33188953	33189002	50	*	1	CHH	18	163	0.11042944785276074	9	20	0.45	20	1.787187598779364e-4	gain	ch01	TET3
SL4.0ch01	33234753	33234802	50	*	1	CHH	9	84	0.10714285714285714	7	17	0.4117647058823529	17	0.00232919988926839	gain	ch01	TET3
SL4.0ch01	33234953	33235002	50	*	1	CHH	12	129	0.09302325581395347	18	40	0.45	16	3.0608280832746414e-6	gain	ch01	TET3
SL4.0ch01	33401303	33401352	50	*	-1	CHH	37	94	0.39361702127659576	1	30	0.03333333333333333	18	4.619170965561251e-4	loss	ch01	TET3
SL4.0ch01	33407903	33407952	50	*	-1	CHH	42	90	0.4666666666666667	16	96	0.16666666666666666	15	5.253971643628882e-5	loss	ch01	TET3
SL4.0ch01	33433203	33433252	50	*	1	CHH	2	72	0.02777777777777777	16	43	0.3720930232558139	15	8.266795984092283e-6	gain	ch01	TET3
SL4.0ch01	33491553	33491602	50	*	1	CHH	12	120	0.1	6	15	0.4	9	0.00186255935522822	gain	ch01	TET3
SL4.0ch01	33492403	33492452	50	*	1	CHH	18	67	0.26865671641791045	37	60	0.6166666666666667	11	2.3689450499189563e-4	gain	ch01	TET3
SL4.0ch01	33585703	33585752	50	*	1	CHH	31	176	0.17613636363636365	9	16	0.5625	16	5.870950182766013e-4	gain	ch01	TET3
SL4.0ch01	33619853	33619902	50	*	1	CHH	19	82	0.23170731707317072	11	19	0.5789473684210527	14	0.00344755388157481	gain	ch01	TET3
SL4.0ch01	33622953	33623002	50	*	1	CHH	17	64	0.265625	32	54	0.5925925925925926	10	6.809018270812626e-4	gain	ch01	TET3
SL4.0ch01	33624803	33624852	50	*	1	CHH	1	53	0.01886792452830188	30	61	0.4918032786885246	14	3.2687873600460536e-7	gain	ch01	TET3
SL4.0ch01	33654203	33654302	100	*	1	CHH	12	102	0.1176470588235294	32	59	0.5423728813559322	40	1.452102445188522e-7	gain	ch01	TET3
SL4.0ch01	33670203	33670252	50	*	1	CHH	9	96	0.09375	19	48	0.3958333333333333	12	7.296445765621593e-5	gain	ch01	TET3
SL4.0ch01	33731053	33731152	100	*	1	CHH	12	64	0.1875	20	30	0.6666666666666666	20	3.032122979039795e-5	gain	ch01	TET3
SL4.0ch01	33732203	33732252	50	*	-1	CHH	34	50	0.68	7	27	0.25925925925925924	18	8.050988228368176e-4	loss	ch01	TET3
SL4.0ch01	33750553	33750602	50	*	1	CHH	1	54	0.01851851851851851	15	47	0.3191489361702128	17	1.3642637072764155e-4	gain	ch01	TET3
SL4.0ch01	33750653	33750702	50	*	1	CHH	1	30	0.03333333333333333	8	23	0.34782608695652173	18	0.00313015016355764	gain	ch01	TET3
SL4.0ch01	33764203	33764252	50	*	1	CHH	19	101	0.18811881188118812	15	30	0.5	15	0.00109045244014262	gain	ch01	TET3
SL4.0ch01	33765253	33765302	50	*	1	CHH	13	96	0.13541666666666666	9	19	0.47368421052631576	16	0.00108048759688555	gain	ch01	TET3
SL4.0ch01	33776703	33776752	50	*	-1	CHH	17	33	0.5151515151515151	1	36	0.02777777777777777	11	2.679308925524448e-5	loss	ch01	TET3
SL4.0ch01	33816703	33816752	50	*	1	CHH	25	116	0.21551724137931033	12	21	0.5714285714285714	14	0.00121891298664365	gain	ch01	TET3
SL4.0ch01	33832953	33833002	50	*	-1	CHH	19	55	0.34545454545454546	1	39	0.02564102564102564	12	4.538637958087777e-4	loss	ch01	TET3
SL4.0ch01	33854103	33854152	50	*	1	CHH	10	91	0.10989010989010987	7	17	0.4117647058823529	12	0.00232844969620889	gain	ch01	TET3
SL4.0ch01	33877803	33877852	50	*	1	CHH	17	118	0.1440677966101695	13	24	0.5416666666666666	14	6.555220865385226e-5	gain	ch01	TET3
SL4.0ch01	33881803	33881852	50	*	1	CHH	9	47	0.1914893617021277	15	28	0.5357142857142857	16	0.00261903576292378	gain	ch01	TET3
SL4.0ch01	33934853	33934902	50	*	1	CHH	29	166	0.1746987951807229	11	22	0.5	19	8.695682141608808e-4	gain	ch01	TET3
SL4.0ch01	33956553	33956602	50	*	1	CHH	8	51	0.1568627450980392	20	43	0.46511627906976744	15	0.00170628610398812	gain	ch01	TET3
SL4.0ch01	33991953	33992002	50	*	-1	CHH	7	22	0.3181818181818182	0	24	0	7	0.00330395396508151	loss	ch01	TET3
SL4.0ch01	34015603	34015652	50	*	1	CHH	32	114	0.2807017543859649	20	32	0.625	21	6.750721870930539e-4	gain	ch01	TET3
SL4.0ch01	34025553	34025602	50	*	1	CHH	12	71	0.16901408450704225	14	28	0.5	11	0.00125197293904557	gain	ch01	TET3
SL4.0ch01	34054153	34054202	50	*	-1	CHH	39	72	0.5416666666666666	4	22	0.18181818181818185	7	0.00362047647567297	loss	ch01	TET3
SL4.0ch01	34054753	34054802	50	*	1	CHH	0	33	0	2	6	0.3333333333333333	6	0.00113995877406952	gain	ch01	TET3
SL4.0ch01	34119503	34119552	50	*	1	CHH	0	24	0	19	41	0.4634146341463415	18	2.2766952033036672e-4	gain	ch01	TET3
SL4.0ch01	34121303	34121352	50	*	-1	CHH	35	114	0.30701754385964913	0	26	0	22	0.0016758393642445	loss	ch01	TET3
SL4.0ch01	34200303	34200352	50	*	-1	CHH	121	214	0.5654205607476636	6	25	0.24	17	0.00265680204171281	loss	ch01	TET3
SL4.0ch01	34200803	34201002	200	*	-1	CHH	323	816	0.3958333333333333	7	74	0.0945945945945946	59	3.4028746713822166e-6	loss	ch01	TET3
SL4.0ch01	34225853	34225902	50	*	1	CHH	16	98	0.16326530612244897	7	13	0.5384615384615384	13	0.00233403375044194	gain	ch01	TET3
SL4.0ch01	34246003	34246052	50	*	1	CHH	7	97	0.07216494845360824	9	21	0.42857142857142855	16	7.11834340039913e-5	gain	ch01	TET3
SL4.0ch01	34284053	34284102	50	*	1	CHH	8	59	0.13559322033898305	8	18	0.4444444444444444	9	0.0051262842119695	gain	ch01	TET3
SL4.0ch01	34288603	34288652	50	*	1	CHH	26	167	0.15568862275449102	19	41	0.4634146341463415	18	8.042421119816082e-5	gain	ch01	TET3
SL4.0ch01	34336503	34336552	50	*	1	CHH	3	35	0.08571428571428572	9	19	0.47368421052631576	10	0.00162003190670872	gain	ch01	TET3
SL4.0ch01	34350403	34350452	50	*	1	CHH	7	98	0.07142857142857142	6	16	0.375	10	7.804773254881383e-4	gain	ch01	TET3
SL4.0ch01	34357953	34358002	50	*	1	CHH	0	60	0	11	30	0.36666666666666664	8	5.79709540695421e-6	gain	ch01	TET3
SL4.0ch01	34364603	34364652	50	*	1	CHH	11	130	0.08461538461538462	24	52	0.4615384615384616	11	1.4393150034898568e-7	gain	ch01	TET3
SL4.0ch01	34384853	34384902	50	*	1	CHH	19	105	0.18095238095238095	8	16	0.5	15	0.00477528818228427	gain	ch01	TET3
SL4.0ch01	34397153	34397202	50	*	1	CHH	27	132	0.20454545454545456	12	20	0.6	15	4.03061769478738e-4	gain	ch01	TET3
SL4.0ch01	34422953	34423002	50	*	-1	CHH	29	52	0.5576923076923077	9	40	0.225	19	0.00191129324286734	loss	ch01	TET3
SL4.0ch01	34458703	34458752	50	*	1	CHH	22	95	0.23157894736842105	24	45	0.5333333333333333	15	7.626050306891356e-4	gain	ch01	TET3
SL4.0ch01	34583903	34583952	50	*	1	CHH	35	132	0.26515151515151514	12	21	0.5714285714285714	16	0.00514006994036028	gain	ch01	TET3
SL4.0ch01	34664953	34665002	50	*	-1	CHH	8	24	0.3333333333333333	1	32	0.03125	13	0.00294170695183101	loss	ch01	TET3
SL4.0ch01	34687553	34687602	50	*	1	CHH	7	67	0.1044776119402985	26	53	0.49056603773584906	17	1.8626137173874328e-5	gain	ch01	TET3
SL4.0ch01	34696153	34696202	50	*	1	CHH	2	45	0.04444444444444444	2	5	0.4	5	0.00576691945679407	gain	ch01	TET3
SL4.0ch01	34779003	34779052	50	*	1	CHH	14	94	0.14893617021276595	10	18	0.5555555555555556	16	3.196098299618848e-4	gain	ch01	TET3
SL4.0ch01	34779203	34779252	50	*	1	CHH	6	45	0.13333333333333333	7	15	0.4666666666666667	11	0.00679207491163453	gain	ch01	TET3
SL4.0ch01	34786803	34786852	50	*	-1	CHH	10	25	0.4	1	25	0.04	12	0.00274455897884786	loss	ch01	TET3
SL4.0ch01	34843753	34843802	50	*	1	CHH	3	28	0.10714285714285714	11	24	0.4583333333333333	12	0.00488479224963157	gain	ch01	TET3
SL4.0ch01	34855653	34855702	50	*	1	CHH	7	59	0.11864406779661016	12	28	0.42857142857142855	15	0.00164646163436124	gain	ch01	TET3
SL4.0ch01	34876653	34876702	50	*	1	CHH	0	21	0	6	12	0.5	10	6.976327100158856e-4	gain	ch01	TET3
SL4.0ch01	34946503	34946552	50	*	1	CHH	8	65	0.12307692307692308	11	18	0.6111111111111112	14	6.302160629806273e-5	gain	ch01	TET3
SL4.0ch01	34954253	34954302	50	*	1	CHH	6	52	0.1153846153846154	7	16	0.4375	15	0.00465723749623353	gain	ch01	TET3
SL4.0ch01	34954503	34954552	50	*	1	CHH	3	69	0.04347826086956521	11	27	0.4074074074074074	13	3.347564175254347e-5	gain	ch01	TET3
SL4.0ch01	35060603	35060652	50	*	1	CHH	23	108	0.21296296296296297	17	33	0.5151515151515151	21	0.00125252186351596	gain	ch01	TET3
SL4.0ch01	35169253	35169302	50	*	1	CHH	6	60	0.1	7	17	0.4117647058823529	11	0.00307350872602878	gain	ch01	TET3
SL4.0ch01	35199853	35199902	50	*	1	CHH	4	62	0.06451612903225806	7	19	0.3684210526315789	14	0.00121021626800439	gain	ch01	TET3
SL4.0ch01	35207953	35208002	50	*	1	CHH	14	91	0.15384615384615383	12	24	0.5	14	6.512697622755312e-4	gain	ch01	TET3
SL4.0ch01	35240303	35240352	50	*	1	CHH	7	43	0.16279069767441862	25	53	0.4716981132075472	11	0.00201512818998671	gain	ch01	TET3
SL4.0ch01	35254353	35254402	50	*	1	CHH	14	179	0.0782122905027933	6	15	0.4	14	2.4749920804582675e-4	gain	ch01	TET3
SL4.0ch01	35265653	35265702	50	*	1	CHH	1	47	0.02127659574468085	10	25	0.4	19	9.014681159449009e-5	gain	ch01	TET3
SL4.0ch01	35278953	35279002	50	*	-1	CHH	57	113	0.504424778761062	10	49	0.20408163265306123	13	7.309777374673682e-4	loss	ch01	TET3
SL4.0ch01	35279853	35279902	50	*	1	CHH	44	104	0.4230769230769231	10	12	0.8333333333333334	12	0.00706758254363578	gain	ch01	TET3
SL4.0ch01	35282453	35282502	50	*	1	CHH	41	96	0.4270833333333333	37	48	0.7708333333333334	17	2.743874149750635e-4	gain	ch01	TET3
SL4.0ch01	35299053	35299102	50	*	1	CHH	0	24	0	8	26	0.3076923076923077	12	0.00362128185058255	gain	ch01	TET3
SL4.0ch01	35316053	35316102	50	*	1	CHH	0	18	0	5	12	0.4166666666666667	12	0.0033129687409507	gain	ch01	TET3
SL4.0ch01	35348553	35348602	50	*	1	CHH	12	98	0.12244897959183672	17	40	0.425	21	2.3230790696096028e-4	gain	ch01	TET3
SL4.0ch01	35372753	35372802	50	*	1	CHH	4	43	0.09302325581395347	8	19	0.42105263157894735	9	0.00319735766076128	gain	ch01	TET3
SL4.0ch01	35384753	35384802	50	*	1	CHH	10	80	0.125	30	65	0.4615384615384616	16	3.7561729862031965e-5	gain	ch01	TET3
SL4.0ch01	35437753	35437802	50	*	1	CHH	7	60	0.11666666666666668	9	20	0.45	10	0.00183813731184889	gain	ch01	TET3
SL4.0ch01	35452403	35452452	50	*	1	CHH	19	95	0.2	12	23	0.5217391304347826	13	0.00227520962515141	gain	ch01	TET3
SL4.0ch01	35473853	35473902	50	*	-1	CHH	24	73	0.3287671232876712	0	31	0	15	5.9267257220464e-4	loss	ch01	TET3
SL4.0ch01	35475153	35475202	50	*	1	CHH	14	103	0.13592233009708737	7	15	0.4666666666666667	13	0.00237737301426209	gain	ch01	TET3
SL4.0ch01	35502553	35502602	50	*	1	CHH	6	84	0.07142857142857142	7	18	0.3888888888888889	7	5.516415477673834e-4	gain	ch01	TET3
SL4.0ch01	35518303	35518352	50	*	1	CHH	0	24	0	6	20	0.3	12	0.00440282394565766	gain	ch01	TET3
SL4.0ch01	35530203	35530252	50	*	1	CHH	18	106	0.16981132075471697	13	26	0.5	20	7.432330366148802e-4	gain	ch01	TET3
SL4.0ch01	35837103	35837152	50	*	1	CHH	13	78	0.16666666666666666	13	26	0.5	16	0.00115797705112785	gain	ch01	TET3
SL4.0ch01	35917103	35917152	50	*	1	CHH	8	86	0.09302325581395347	7	17	0.4117647058823529	15	0.00114211920058764	gain	ch01	TET3
SL4.0ch01	35978953	35979002	50	*	1	CHH	2	29	0.06896551724137931	8	20	0.4	12	0.00514016314063708	gain	ch01	TET3
SL4.0ch01	35996903	35996952	50	*	1	CHH	5	35	0.14285714285714285	7	8	0.875	8	1.2038095496685304e-4	gain	ch01	TET3
SL4.0ch01	36021753	36021802	50	*	1	CHH	16	100	0.16	7	12	0.5833333333333334	11	0.00106507601871715	gain	ch01	TET3
SL4.0ch01	36057503	36057552	50	*	1	CHH	7	70	0.1	11	25	0.44	8	4.659909099892349e-4	gain	ch01	TET3
SL4.0ch01	36162253	36162302	50	*	1	CHH	30	158	0.189873417721519	7	14	0.5	14	0.00691899513427036	gain	ch01	TET3
SL4.0ch01	36219703	36219752	50	*	1	CHH	11	133	0.08270676691729323	12	31	0.3870967741935484	14	5.6050805851521614e-5	gain	ch01	TET3
SL4.0ch01	36242403	36242452	50	*	1	CHH	9	43	0.20930232558139536	12	22	0.5454545454545454	14	0.00633167613605488	gain	ch01	TET3
SL4.0ch01	36270353	36270402	50	*	1	CHH	1	18	0.05555555555555555	10	23	0.43478260869565216	11	0.00669517471533142	gain	ch01	TET3
SL4.0ch01	36289053	36289102	50	*	1	CHH	22	172	0.12790697674418605	21	49	0.42857142857142855	21	1.9535942922962148e-5	gain	ch01	TET3
SL4.0ch01	36344853	36344902	50	*	1	CHH	3	51	0.0588235294117647	14	39	0.358974358974359	12	6.538985353577422e-4	gain	ch01	TET3
SL4.0ch01	36394803	36394852	50	*	1	CHH	13	92	0.14130434782608697	9	20	0.45	11	0.00225483275083872	gain	ch01	TET3
SL4.0ch01	36398153	36398202	50	*	1	CHH	5	71	0.07042253521126761	11	28	0.3928571428571429	23	2.563613900193976e-4	gain	ch01	TET3
SL4.0ch01	36424653	36424702	50	*	1	CHH	6	83	0.07228915662650602	5	11	0.4545454545454546	9	4.906154708673471e-4	gain	ch01	TET3
SL4.0ch01	36436653	36436702	50	*	1	CHH	13	104	0.125	19	42	0.4523809523809524	16	7.043119255501461e-5	gain	ch01	TET3
SL4.0ch01	36469703	36469752	50	*	1	CHH	1	24	0.04166666666666666	5	12	0.4166666666666667	9	0.0048869520436886	gain	ch01	TET3
SL4.0ch01	36492153	36492202	50	*	1	CHH	3	71	0.04225352112676056	6	17	0.35294117647058826	11	3.761616399386124e-4	gain	ch01	TET3
SL4.0ch01	36652303	36652352	50	*	-1	CHH	30	34	0.8823529411764706	8	17	0.4705882352941176	8	0.00207810643455841	loss	ch01	TET3
SL4.0ch01	36690653	36690702	50	*	1	CHH	11	93	0.11827956989247312	35	73	0.4794520547945205	18	3.0816071009257378e-6	gain	ch01	TET3
SL4.0ch01	36715803	36715852	50	*	1	CHH	28	259	0.10810810810810811	9	22	0.4090909090909091	21	1.9837347039751015e-4	gain	ch01	TET3
SL4.0ch01	36718803	36718852	50	*	1	CHH	3	24	0.125	8	14	0.5714285714285714	11	0.00398217799819734	gain	ch01	TET3
SL4.0ch01	36754253	36754302	50	*	1	CHH	9	83	0.10843373493975904	14	33	0.42424242424242425	13	3.221147678726259e-4	gain	ch01	TET3
SL4.0ch01	36761253	36761302	50	*	1	CHH	0	16	0	10	23	0.43478260869565216	8	0.00284698186158487	gain	ch01	TET3
SL4.0ch01	36795253	36795302	50	*	1	CHH	15	72	0.20833333333333337	17	32	0.53125	14	0.00154216376698397	gain	ch01	TET3
SL4.0ch01	36860603	36860652	50	*	-1	CHH	20	47	0.425531914893617	1	31	0.03225806451612903	15	3.388230356259413e-4	loss	ch01	TET3
SL4.0ch01	36881903	36881952	50	*	-1	CHH	85	137	0.6204379562043796	9	29	0.3103448275862069	10	0.00282816912616326	loss	ch01	TET3
SL4.0ch01	36884403	36884452	50	*	1	CHH	25	127	0.1968503937007874	7	13	0.5384615384615384	13	0.00557576190776354	gain	ch01	TET3
SL4.0ch01	36888103	36888152	50	*	1	CHH	3	39	0.07692307692307693	17	45	0.37777777777777777	12	0.00183241663858777	gain	ch01	TET3
SL4.0ch01	36898303	36898352	50	*	1	CHH	10	52	0.19230769230769232	18	34	0.5294117647058824	11	0.00167831712668692	gain	ch01	TET3
SL4.0ch01	36919953	36920002	50	*	1	CHH	13	46	0.2826086956521739	13	20	0.65	18	0.00539225950214905	gain	ch01	TET3
SL4.0ch01	36923453	36923502	50	*	1	CHH	33	80	0.4125	36	49	0.7346938775510204	12	7.395507164520065e-4	gain	ch01	TET3
SL4.0ch01	36926303	36926352	50	*	-1	CHH	29	59	0.4915254237288136	12	71	0.16901408450704225	13	2.4533691232178384e-4	loss	ch01	TET3
SL4.0ch01	36935903	36935952	50	*	1	CHH	2	39	0.05128205128205128	5	14	0.35714285714285715	6	0.00426801504593276	gain	ch01	TET3
SL4.0ch01	36955103	36955152	50	*	1	CHH	1	61	0.01639344262295082	13	37	0.35135135135135137	13	2.7951118715520396e-5	gain	ch01	TET3
SL4.0ch01	37007803	37007852	50	*	1	CHH	28	77	0.3636363636363637	28	39	0.717948717948718	9	6.48827028197915e-4	gain	ch01	TET3
SL4.0ch01	37010803	37010852	50	*	1	CHH	3	39	0.07692307692307693	6	14	0.42857142857142855	10	0.00326259556158621	gain	ch01	TET3
SL4.0ch01	37051403	37051452	50	*	1	CHH	64	191	0.33507853403141363	33	47	0.7021276595744681	23	2.860232065979927e-5	gain	ch01	TET3
SL4.0ch01	37061153	37061202	50	*	1	CHH	18	87	0.20689655172413793	17	32	0.53125	14	0.00102820828988869	gain	ch01	TET3
SL4.0ch01	37061403	37061452	50	*	1	CHH	13	121	0.10743801652892562	10	24	0.4166666666666667	16	3.8631901077557654e-4	gain	ch01	TET3
SL4.0ch01	37090053	37090102	50	*	1	CHH	2	55	0.03636363636363636	6	17	0.35294117647058826	11	6.101773300177678e-4	gain	ch01	TET3
SL4.0ch01	37156953	37157002	50	*	1	CHH	34	182	0.1868131868131868	9	18	0.5	14	0.00265689211729162	gain	ch01	TET3
SL4.0ch01	37163953	37164002	50	*	1	CHH	8	80	0.1	10	21	0.47619047619047616	21	1.978465182488283e-4	gain	ch01	TET3
SL4.0ch01	37198703	37198752	50	*	1	CHH	2	41	0.04878048780487805	6	16	0.375	11	0.00205025842661759	gain	ch01	TET3
SL4.0ch01	37220553	37220602	50	*	1	CHH	4	46	0.08695652173913043	10	22	0.4545454545454546	15	8.604237023483116e-4	gain	ch01	TET3
SL4.0ch01	37230303	37230402	100	*	1	CHH	14	131	0.1068702290076336	42	99	0.42424242424242425	25	5.385861738995512e-7	gain	ch01	TET3
SL4.0ch01	37230903	37230952	50	*	-1	CHH	48	56	0.8571428571428571	23	43	0.5348837209302325	8	8.09506599718922e-4	loss	ch01	TET3
SL4.0ch01	37231003	37231052	50	*	1	CHH	15	59	0.2542372881355932	25	45	0.5555555555555556	9	0.00237516695952354	gain	ch01	TET3
SL4.0ch01	37234153	37234202	50	*	1	CHH	25	95	0.2631578947368421	32	47	0.6808510638297872	12	1.4053623132217084e-5	gain	ch01	TET3
SL4.0ch01	37239953	37240002	50	*	1	CHH	4	58	0.06896551724137931	6	16	0.375	11	0.00213592524195908	gain	ch01	TET3
SL4.0ch01	37335753	37335802	50	*	1	CHH	8	61	0.13114754098360656	7	15	0.4666666666666667	15	0.00400408276478833	gain	ch01	TET3
SL4.0ch01	37349003	37349052	50	*	1	CHH	21	114	0.18421052631578944	12	19	0.631578947368421	16	1.1484458227569882e-4	gain	ch01	TET3
SL4.0ch01	37392703	37392752	50	*	1	CHH	5	126	0.03968253968253968	27	77	0.35064935064935066	18	9.97295559127184e-8	gain	ch01	TET3
SL4.0ch01	37418403	37418452	50	*	1	CHH	11	89	0.12359550561797752	8	18	0.4444444444444444	16	0.00173786454338856	gain	ch01	TET3
SL4.0ch01	37438453	37438502	50	*	1	CHH	4	63	0.06349206349206349	5	11	0.4545454545454546	11	5.581182942971294e-4	gain	ch01	TET3
SL4.0ch01	37505353	37505402	50	*	1	CHH	19	112	0.16964285714285715	11	23	0.4782608695652174	14	0.00176638459489347	gain	ch01	TET3
SL4.0ch01	37682753	37682802	50	*	1	CHH	1	48	0.02083333333333333	8	24	0.3333333333333333	14	3.958348928581696e-4	gain	ch01	TET3
SL4.0ch01	37786503	37786552	50	*	-1	CHH	18	52	0.34615384615384615	1	32	0.03125	11	0.00132216594729586	loss	ch01	TET3
SL4.0ch01	37791453	37791502	50	*	1	CHH	13	117	0.1111111111111111	6	14	0.42857142857142855	14	0.00204093692262675	gain	ch01	TET3
SL4.0ch01	37852153	37852202	50	*	1	CHH	3	56	0.05357142857142857	11	30	0.36666666666666664	18	4.339641204301876e-4	gain	ch01	TET3
SL4.0ch01	37870953	37871002	50	*	1	CHH	1	39	0.02564102564102564	11	27	0.4074074074074074	8	2.353366000329103e-4	gain	ch01	TET3
SL4.0ch01	37872253	37872302	50	*	1	CHH	40	164	0.24390243902439024	36	60	0.6	15	6.288868521065949e-6	gain	ch01	TET3
SL4.0ch01	37872503	37872552	50	*	-1	CHH	79	100	0.79	9	22	0.4090909090909091	14	6.486780784519383e-4	loss	ch01	TET3
SL4.0ch01	37873253	37873302	50	*	1	CHH	20	43	0.46511627906976744	28	31	0.9032258064516128	8	2.8092511495795105e-4	gain	ch01	TET3
SL4.0ch01	37873603	37873652	50	*	1	CHH	76	117	0.6495726495726496	23	23	1	19	0.00123275303951459	gain	ch01	TET3
SL4.0ch01	37877553	37877602	50	*	1	CHH	12	75	0.16	17	32	0.53125	9	2.3394500533358188e-4	gain	ch01	TET3
SL4.0ch01	37884453	37884502	50	*	1	CHH	34	147	0.23129251700680273	9	15	0.6	15	0.00268983486209029	gain	ch01	TET3
SL4.0ch01	37887053	37887102	50	*	1	CHH	13	59	0.22033898305084745	9	14	0.6428571428571429	10	0.00257562650863196	gain	ch01	TET3
SL4.0ch01	37887753	37887802	50	*	-1	CHH	41	92	0.44565217391304346	5	41	0.12195121951219512	14	6.20126268230073e-4	loss	ch01	TET3
SL4.0ch01	37896503	37896552	50	*	1	CHH	0	6	0	6	6	1	6	9.70674620084615e-4	gain	ch01	TET3
SL4.0ch01	37898103	37898152	50	*	1	CHH	10	45	0.2222222222222222	25	45	0.5555555555555556	11	0.00176305243036561	gain	ch01	TET3
SL4.0ch01	37915803	37915852	50	*	1	CHH	7	62	0.1129032258064516	7	16	0.4375	13	0.00317762495745855	gain	ch01	TET3
SL4.0ch01	37941653	37941702	50	*	1	CHH	12	117	0.10256410256410256	17	39	0.4358974358974359	19	2.4120118903202953e-5	gain	ch01	TET3
